time,value
1982-12-01,64.5351254772885
1983-01-01,64.647242130446
1983-02-01,64.761409262056
1983-03-01,65.0598984780849
1983-04-01,65.1720161022958
1983-05-01,65.2068460957394
1983-06-01,65.4007324515017
1983-07-01,65.5162286965776
1983-08-01,65.5954310187414
1983-09-01,65.7637473674995
1983-10-01,65.8643908988075
1983-11-01,65.9521353072751
1983-12-01,66.0008776801814
1984-01-01,66.1144807427127
1984-02-01,66.229762128178
1984-03-01,66.3232565032002
1984-04-01,66.4361845996984
1984-05-01,66.4709963714065
1984-06-01,66.3103707313254
1984-07-01,66.4288935980381
1984-08-01,66.509397890849
1984-09-01,66.4998819207413
1984-10-01,66.5990216103543
1984-11-01,66.6866316322162
1984-12-01,66.654613479095
1985-01-01,66.7602215721914
1985-02-01,66.8803803979672
1985-03-01,66.8481174578044
1985-04-01,66.9548248696674
1985-05-01,66.9853421005787
1985-06-01,67.4900826496793
1985-07-01,67.6104910009018
1985-08-01,67.691411116735
1985-09-01,67.7545447542571
1985-10-01,67.8563221324403
1985-11-01,67.9488883301458
1985-12-01,68.2588563450701
1986-01-01,68.3568510815223
1986-02-01,68.4792502497459
1986-03-01,68.616465189221
1986-04-01,68.7138280303791
1986-05-01,68.7455118849866
1986-06-01,69.154794634833
1986-07-01,69.2774582769208
1986-08-01,69.363880327623
1986-09-01,69.5383838729794
1986-10-01,69.6518052396926
1986-11-01,69.7575436647862
1986-12-01,69.8493351429431
1987-01-01,69.9531614712662
1987-02-01,70.0778733053895
1987-03-01,70.1985181502965
1987-04-01,70.2800691075022
1987-05-01,70.3367390570005
1987-06-01,70.2564426343649
1987-07-01,70.3928188808135
1987-08-01,70.5040774138836
1987-09-01,70.4585670019956
1987-10-01,70.5969083098841
1987-11-01,70.7288153290231
1987-12-01,70.690357873826
1988-01-01,70.8165440928015
1988-02-01,70.9504033840484
1988-03-01,70.7286942433011
1988-04-01,70.8091639348165
1988-05-01,70.9036153246713
1988-06-01,70.8744902688915
1988-07-01,71.020597744763
1988-08-01,71.159763858652
1988-09-01,71.3309597923341
1988-10-01,71.5015748382419
1988-11-01,71.6478350148442
1988-12-01,71.8328534543339
1989-01-01,71.9890899054978
1989-02-01,72.1361930090412
1989-03-01,72.0670360195247
1989-04-01,72.1531838183706
1989-05-01,72.2937475497545
1989-06-01,72.2905705715014
1989-07-01,72.4513935642914
1989-08-01,72.6208776794661
1989-09-01,72.8982323673056
1989-10-01,73.0967086386172
1989-11-01,73.2527101585505
1989-12-01,73.4440085102813
1990-01-01,73.6254583884971
1990-02-01,73.7844595584541
1990-03-01,75.1404134491421
1990-04-01,75.2472356084821
1990-05-01,75.4098267149408
1990-06-01,75.9557502450196
1990-07-01,76.1140412576857
1990-08-01,76.2912057287467
1990-09-01,76.81087441735
1990-10-01,77.0188527818733
1990-11-01,77.1644166840784
1990-12-01,77.5996833819793
1991-01-01,77.7973028079801
1991-02-01,77.9614120077063
1991-03-01,78.4519316434729
1991-04-01,78.5789402658576
1991-05-01,78.7560785941722
1991-06-01,79.6864129516534
1991-07-01,79.8449984054816
1991-08-01,80.02664558109
1991-09-01,80.1198860975847
1991-10-01,80.323334129835
1991-11-01,80.4588270808064
1991-12-01,81.1737107412433
1992-01-01,81.3640229336991
1992-02-01,81.5283648166801
1992-03-01,81.6852879841196
1992-04-01,81.8349607278672
1992-05-01,82.002167756791
1992-06-01,82.4639419362502
1992-07-01,82.6111267426658
1992-08-01,82.7767868646998
1992-09-01,82.9631894357634
1992-10-01,83.1463788962001
1992-11-01,83.2489220622808
1992-12-01,83.325852843166
1993-01-01,83.4772870593657
1993-02-01,83.6316403969431
1993-03-01,83.9840929395857
1993-04-01,84.1385542931578
1993-05-01,84.2816880254821
1993-06-01,84.0713675629175
1993-07-01,84.2093759088199
1993-08-01,84.3594312862682
1993-09-01,84.1888298212251
1993-10-01,84.3491341533227
1993-11-01,84.4295014726004
1993-12-01,84.4759430556341
1994-01-01,84.579624842638
1994-02-01,84.7229227021726
1994-03-01,84.9869085284169
1994-04-01,85.1470698332837
1994-05-01,85.2537784905989
1994-06-01,85.0785735082382
1994-07-01,85.2027471215012
1994-08-01,85.3270759698237
1994-09-01,85.8519310085083
1994-10-01,85.9810303169969
1994-11-01,86.0408608172678
1994-12-01,86.0877243048645
1995-01-01,86.1513413189755
1995-02-01,86.2752084927003
1995-03-01,86.085995747498
1995-04-01,86.2338937037976
1995-05-01,86.3104406776721
1995-06-01,86.9124417722259
1995-07-01,87.0234552010192
1995-08-01,87.128311926675
1995-09-01,87.2208591535445
1995-10-01,87.3292824728905
1995-11-01,87.3868957678743
1995-12-01,88.2398439977298
1996-01-01,88.286110794727
1996-02-01,88.3982576372475
1996-03-01,88.0232397348277
1996-04-01,88.1654664140064
1996-05-01,88.2232601903181
1996-06-01,88.0604073951079
1996-07-01,88.1678091843333
1996-08-01,88.2412861932152
1996-09-01,88.5211010364465
1996-10-01,88.6192471423635
1996-11-01,88.6765855954822
1996-12-01,88.6346142076236
1997-01-01,88.6717237009986
1997-02-01,88.7654297551154
1997-03-01,89.353919219951
1997-04-01,89.4681519328144
1997-05-01,89.5019970662813
1997-06-01,90.2102808483419
1997-07-01,90.3033395184168
1997-08-01,90.3442255677306
1997-09-01,90.100510038123
1997-10-01,90.1971831181752
1997-11-01,90.267109723489
1997-12-01,90.3979412393868
1998-01-01,90.4488348269491
1998-02-01,90.5375032343014
1998-03-01,90.4418630794275
1998-04-01,90.5415051940276
1998-05-01,90.5602144285091
1998-06-01,90.31848744575
1998-07-01,90.4023259556654
