time,value
1982-12-01,81.2513449270776
1983-01-01,81.5574416690242
1983-02-01,81.9047437482926
1983-03-01,82.2699224084704
1983-04-01,82.6205256767148
1983-05-01,82.9043352461855
1983-06-01,83.0742529121947
1983-07-01,83.1235440224305
1983-08-01,83.0972236647553
1983-09-01,83.0243960262557
1983-10-01,82.9372878072415
1983-11-01,82.8690451484378
1983-12-01,82.8444334052975
1984-01-01,82.863074815684
1984-02-01,82.9276245657246
1984-03-01,83.0315839150255
1984-04-01,83.1568211540816
1984-05-01,83.2635132002564
1984-06-01,83.3309246101805
1984-07-01,83.3712735954642
1984-08-01,83.411912962416
1984-09-01,83.485203660917
1984-10-01,83.5986809029423
1984-11-01,83.7471750249949
1984-12-01,83.8967884777026
1985-01-01,84.0090966113319
1985-02-01,84.056674504658
1985-03-01,84.0371704333118
1985-04-01,83.9683184500186
1985-05-01,83.8815918874623
1985-06-01,83.7964961458964
1985-07-01,83.7171067730406
1985-08-01,83.65414794205
1985-09-01,83.6170507263377
1985-10-01,83.6056834717564
1985-11-01,83.6087149413537
1985-12-01,83.6163189744077
1986-01-01,83.6318854134432
1986-02-01,83.6562543573743
1986-03-01,83.7038670461832
1986-04-01,83.8048206480772
1986-05-01,83.9910978066903
1986-06-01,84.2742738232152
1986-07-01,84.6358768818995
1986-08-01,85.0204911667478
1986-09-01,85.3790187230466
1986-10-01,85.6670761014852
1986-11-01,85.8712814126287
1986-12-01,86.0029081172961
1987-01-01,86.0887953122866
1987-02-01,86.1584997858526
1987-03-01,86.2169312018194
1987-04-01,86.2522450872764
1987-05-01,86.2539297764631
1987-06-01,86.2207382092062
1987-07-01,86.1597254970567
1987-08-01,86.0902718930547
1987-09-01,86.0225476189246
1987-10-01,85.9731609804114
1987-11-01,85.9582760620384
1987-12-01,85.9717264077373
1988-01-01,86.0082381499654
1988-02-01,86.0669661470266
1988-03-01,86.1392715551053
1988-04-01,86.2078802396696
1988-05-01,86.2535290843007
1988-06-01,86.2644560700265
1988-07-01,86.2456299770124
1988-08-01,86.2178655542393
1988-09-01,86.1890935379838
1988-10-01,86.1849566286668
1988-11-01,86.204677499533
1988-12-01,86.2378687748215
1989-01-01,86.2601340433562
1989-02-01,86.2334043450844
1989-03-01,86.182567508512
1989-04-01,86.1900812407571
1989-05-01,86.3126290740558
1989-06-01,86.5963399285487
1989-07-01,87.0537287817722
1989-08-01,87.6475298149688
1989-09-01,88.2967242929073
1989-10-01,88.8719682327588
1989-11-01,89.2952654682625
1989-12-01,89.5624952270895
1990-01-01,89.6970293438675
1990-02-01,89.7653913486085
1990-03-01,89.8288912187595
1990-04-01,89.9095129163348
1990-05-01,90.0404669667351
1990-06-01,90.2065281752074
1990-07-01,90.3568851234957
1990-08-01,90.4250018550984
1990-09-01,90.4168798789851
1990-10-01,90.461799241672
1990-11-01,90.6410228552574
1990-12-01,91.0161234971504
1991-01-01,91.6463810804697
1991-02-01,92.5058513602989
1991-03-01,93.5078756673707
1991-04-01,94.5307496040911
1991-05-01,95.434528015009
1991-06-01,96.1523698985416
1991-07-01,96.704233583672
1991-08-01,97.130431116361
1991-09-01,97.4086548365662
1991-10-01,97.4735050490284
1991-11-01,97.3925162516255
1991-12-01,97.2788430011831
1992-01-01,97.1646240317986
1992-02-01,97.1175446975935
1992-03-01,97.1944760394883
1992-04-01,97.4189422911549
1992-05-01,97.7727995744921
1992-06-01,98.1680336807598
1992-07-01,98.506085305362
1992-08-01,98.7038214079478
1992-09-01,98.6753701605552
1992-10-01,98.4261731180681
1992-11-01,98.0300569209056
1992-12-01,97.6748906206721
1993-01-01,97.5376210546432
1993-02-01,97.5409096875424
1993-03-01,97.4099782207217
1993-04-01,96.8974506227801
1993-05-01,95.9158253062602
1993-06-01,94.548910271013
1993-07-01,93.0988476066785
1993-08-01,92.01656541968
1993-09-01,91.7673969654304
1993-10-01,92.3898128676484
1993-11-01,93.4874780435993
1993-12-01,94.5474250121413
1994-01-01,95.1047494427574
1994-02-01,94.9980431110243
1994-03-01,94.3454265496776
1994-04-01,93.4009397758769
1994-05-01,92.4860097954629
1994-06-01,91.8213547158495
1994-07-01,91.4549860569869
1994-08-01,91.3840913074772
1994-09-01,91.7000074180603
1994-10-01,92.4418392691627
1994-11-01,93.53743397843
1994-12-01,94.6348222389936
1995-01-01,95.5040260266043
1995-02-01,96.1471073042179
1995-03-01,96.7008092402479
1995-04-01,97.375333927032
1995-05-01,98.3234461198252
1995-06-01,99.6014697929311
1995-07-01,100.944272453722
1995-08-01,101.805428758101
1995-09-01,101.724667056122
1995-10-01,100.711071675563
1995-11-01,99.1844107772238
1995-12-01,97.5541387374596
1996-01-01,96.2516012270199
1996-02-01,95.5831486184076
1996-03-01,95.757191387317
1996-04-01,96.6892260652097
1996-05-01,98.0288434084019
1996-06-01,99.3934853706508
1996-07-01,100.458334131449
1996-08-01,101.039520458973
1996-09-01,100.93794454081
1996-10-01,100.257827543448
1996-11-01,99.3471905426251
1996-12-01,98.729951465725
1997-01-01,98.6179198378787
1997-02-01,98.8115780088324
1997-03-01,98.9341268118587
1997-04-01,98.7188845949446
1997-05-01,98.1407700453649
1997-06-01,97.3909989078916
1997-07-01,96.847841545265
1997-08-01,96.8973033244492
1997-09-01,97.5716793850395
1997-10-01,98.5475737122202
1997-11-01,99.3666657439449
1997-12-01,99.8912519023307
1998-01-01,100.115435322482
1998-02-01,100.152343146838
1998-03-01,100.032057740719
1998-04-01,99.7033765082363
1998-05-01,99.0702566496592
1998-06-01,98.1687435573235
1998-07-01,97.1815974756375
